SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
29,Aave,AAVE,11/2/20 23:59,33.92358529,29.34464956,30.65728227,29.73152358,87180146.47,335349717.5
30,Aave,AAVE,11/3/20 23:59,30.06291681,27.53711073,29.73152554,28.04280321,56775011.6,316455541.6
31,Aave,AAVE,11/4/20 23:59,28.4330692,26.08951824,28.04297069,27.71508436,50464690.51,313021334.6
32,Aave,AAVE,11/5/20 23:59,32.3030396,25.96615498,27.7150798,30.95562668,85212411.64,350205472.9
33,Aave,AAVE,11/6/20 23:59,40.76907497,30.8551283,30.95511845,38.45744081,147304661,435876358.2
34,Aave,AAVE,11/7/20 23:59,51.42799241,38.45744081,38.45744081,44.60489962,200580053.6,507707213.2
35,Aave,AAVE,11/8/20 23:59,54.78636021,42.86425511,44.60489961,53.74937894,174706008.6,613014913.9
36,Aave,AAVE,11/9/20 23:59,58.36411095,49.86012895,53.74937384,54.88649964,386011347.7,626843328.1
37,Aave,AAVE,11/10/20 23:59,70.30982523,53.17903589,54.88650532,67.00111098,433793206.5,780700254.1
38,Aave,AAVE,11/11/20 23:59,68.77859822,53.71675388,67.00111108,54.69964668,354136841.3,638025534.6
39,Aave,AAVE,11/12/20 23:59,59.61831483,50.52310167,54.69962256,51.63241804,244505561.5,603421827.6
40,Aave,AAVE,11/13/20 23:59,66.12366042,51.1791527,51.63243434,63.39907168,318852071.2,743396746.2
41,Aave,AAVE,11/14/20 23:59,68.37704309,57.89727345,63.39907168,67.01611273,243698854.7,786814070.9
42,Aave,AAVE,11/15/20 23:59,71.17455519,60.08891509,67.01611268,64.23729542,258275517.1,754769243
43,Aave,AAVE,11/16/20 23:59,74.0423007,61.20922869,64.23729391,71.76639355,252527244.7,843863117.2
44,Aave,AAVE,11/17/20 23:59,79.56212338,68.95632584,73.2530654,78.44328478,310951195.5,923384720
45,Aave,AAVE,11/18/20 23:59,79.21050482,67.64859817,78.44275754,75.23227405,291394550.8,887327038.6
46,Aave,AAVE,11/19/20 23:59,80.73120239,70.5034588,75.23277433,75.85718351,275294182.3,895838057.8
47,Aave,AAVE,11/20/20 23:59,82.17322523,74.68948917,75.85718441,75.06539972,260578165.5,888309702.5
48,Aave,AAVE,11/21/20 23:59,76.89173349,67.79606731,75.06539968,70.42424685,237984829.2,833647262.7
49,Aave,AAVE,11/22/20 23:59,74.6597895,63.29912732,70.4242469,68.42477869,209068686.4,811198457.4
50,Aave,AAVE,11/23/20 23:59,73.77057074,65.73764591,68.42478443,71.83861244,220212896.1,852034424.5
51,Aave,AAVE,11/24/20 23:59,74.38013135,66.27866009,71.85567173,66.73867871,193004081.2,792032288.2
52,Aave,AAVE,11/25/20 23:59,67.45255654,59.55788547,66.71556336,61.80533895,154888752.2,733874939.3
53,Aave,AAVE,11/26/20 23:59,65.09772852,50.38421932,61.81669679,63.99345248,282502058.5,760506808.7
54,Aave,AAVE,11/27/20 23:59,68.66542935,56.65032306,64.00578618,60.73871861,201844805.8,722139363.8
55,Aave,AAVE,11/28/20 23:59,66.20104081,58.979246,60.74922406,63.94728703,150605043.4,760508853.2
56,Aave,AAVE,11/29/20 23:59,69.56144009,62.04129627,63.94875712,68.85312443,161791286.3,819035970.5
57,Aave,AAVE,11/30/20 23:59,79.46509408,68.85644439,68.85644439,76.41953515,288079549.9,909941093
58,Aave,AAVE,12/1/20 23:59,78.86189102,70.94403421,76.42472206,74.86836458,268968536.9,891921516
59,Aave,AAVE,12/2/20 23:59,89.93801025,72.4543506,74.8611544,86.32324982,410949897.5,1029525776
60,Aave,AAVE,12/3/20 23:59,94.06976137,83.21397488,86.38082732,91.67564477,390370348.4,1093762157
61,Aave,AAVE,12/4/20 23:59,92.73576711,80.18386018,91.68452862,81.6418197,344330864.1,974344644
62,Aave,AAVE,12/5/20 23:59,91.92059987,79.94649654,81.58988912,91.92059987,321071928.2,1097810892
63,Aave,AAVE,12/6/20 23:59,92.73346394,84.95069045,91.94666405,87.95642649,261643152.8,1051203169
64,Aave,AAVE,12/7/20 23:59,94.70016225,86.90958728,87.95654066,90.9602979,299145687.7,1087477656
65,Aave,AAVE,12/8/20 23:59,91.09876956,78.20985346,90.95032482,79.94619074,376267574.8,956117556.5
66,Aave,AAVE,12/9/20 23:59,86.12544951,75.09706845,79.92281871,82.11372218,357447824,982942930
67,Aave,AAVE,12/10/20 23:59,83.05117464,75.8590325,82.18282288,76.64575648,299977127,917596922.5
68,Aave,AAVE,12/11/20 23:59,78.34898133,70.70723382,76.62523273,74.72982934,314260628.6,894777251.9
69,Aave,AAVE,12/12/20 23:59,79.99834299,74.64877724,74.68163358,77.55488043,228308571.8,928807400.9
70,Aave,AAVE,12/13/20 23:59,84.64911414,76.92843287,77.58847305,83.42745942,269018776.9,999380433.4
71,Aave,AAVE,12/14/20 23:59,90.85681018,79.78814542,83.45492245,86.14011813,309773536.5,1032112151
72,Aave,AAVE,12/15/20 23:59,88.7453422,84.62607976,86.15458046,87.25809436,288078630.1,1045770158
73,Aave,AAVE,12/16/20 23:59,89.48084257,80.96540248,87.22501124,87.23005839,368950333.2,1045506380
74,Aave,AAVE,12/17/20 23:59,89.47445661,83.34012744,87.23298911,85.08382773,361404899.3,1019961551
75,Aave,AAVE,12/18/20 23:59,89.77304202,82.84064623,85.09337071,89.77007385,254960310.8,1076525472
76,Aave,AAVE,12/19/20 23:59,96.06858373,88.96400336,89.83129712,89.01304208,357204770.5,1067684335
77,Aave,AAVE,12/20/20 23:59,89.84421115,84.43455089,88.97544294,85.96947236,280308987.3,1031344697
78,Aave,AAVE,12/21/20 23:59,87.63337491,77.89985001,85.96909929,81.31193717,215489072.1,975723269.1
79,Aave,AAVE,12/22/20 23:59,85.61030076,76.15550286,81.22589588,84.10955202,244392689.9,1009442760
80,Aave,AAVE,12/23/20 23:59,84.26820383,63.67705336,84.10286783,75.21556665,278229984.2,902812157.6
81,Aave,AAVE,12/24/20 23:59,80.4439646,71.28719443,75.31676447,80.25657151,289878177.2,963409600.3
82,Aave,AAVE,12/25/20 23:59,81.50417507,75.92070481,80.25962689,79.79518007,172743359.2,958013751.5
83,Aave,AAVE,12/26/20 23:59,79.9801058,73.80886762,79.82209367,74.868333,181386506.7,898979377
84,Aave,AAVE,12/27/20 23:59,81.52688405,72.60726467,74.87591603,76.96798485,213855388,924546580.8
85,Aave,AAVE,12/28/20 23:59,85.21962997,76.16170207,76.91174253,81.88362359,226663289.8,984160252.9
86,Aave,AAVE,12/29/20 23:59,82.70331397,75.19173596,81.86660056,77.90199883,163464865.5,936493441.6
87,Aave,AAVE,12/30/20 23:59,84.9367816,77.10187416,77.9061581,80.88830364,205643884.1,973018228.9
88,Aave,AAVE,12/31/20 23:59,87.6998754,78.42604748,80.85524534,87.5274822,204471306.3,1053210331
89,Aave,AAVE,1/1/21 23:59,90.34967103,85.12559659,87.54330564,90.34967103,202515778.5,1087592822
90,Aave,AAVE,1/2/21 23:59,91.77162009,82.78576283,90.38482799,85.71284343,221843920.1,1032020483
91,Aave,AAVE,1/3/21 23:59,92.42910958,81.85337486,85.71298896,91.09664966,298884107.1,1097389994
92,Aave,AAVE,1/4/21 23:59,111.8998736,88.20161002,91.2304962,111.1320379,619262373.1,1339476346
93,Aave,AAVE,1/5/21 23:59,119.9577298,99.53225695,111.1510738,116.4538279,573305329.5,1404342547
94,Aave,AAVE,1/6/21 23:59,119.8851618,109.8570489,116.5014983,115.0008124,392901334.3,1389419870
95,Aave,AAVE,1/7/21 23:59,125.1173602,110.9520892,114.9844515,114.9404468,467716121.2,1391148360
96,Aave,AAVE,1/8/21 23:59,117.478677,100.9689669,114.8843104,111.70278,501393571.6,1352221085
97,Aave,AAVE,1/9/21 23:59,118.9404717,106.4536553,111.7026296,117.6669629,337620867.8,1424946043
98,Aave,AAVE,1/10/21 23:59,134.0995706,113.9309446,117.6701794,126.2006734,512402602.9,1528930606
99,Aave,AAVE,1/11/21 23:59,126.1479992,95.15299713,126.1479992,115.6019521,610095319.1,1402127903
100,Aave,AAVE,1/12/21 23:59,132.7655629,109.9999468,115.4393042,126.0529592,541259410.6,1529400856
101,Aave,AAVE,1/13/21 23:59,147.4692885,120.6813892,126.1096372,147.4692885,540090767.4,1799950317
102,Aave,AAVE,1/14/21 23:59,153.1610336,139.539905,147.1783182,147.2622138,467793934,1797974219
103,Aave,AAVE,1/15/21 23:59,163.0450734,141.039712,147.3264496,162.5793443,588428158.2,1988529819
104,Aave,AAVE,1/16/21 23:59,199.4268021,162.6936245,162.6936245,182.9318172,896636347.5,2238510904
105,Aave,AAVE,1/17/21 23:59,196.8011385,175.3602138,182.3726723,186.2648519,631950249.8,2280831101
106,Aave,AAVE,1/18/21 23:59,197.660443,181.4428952,186.1901998,197.6570567,495408127.9,2421614478
107,Aave,AAVE,1/19/21 23:59,206.2221561,185.817549,197.7174079,187.5084683,501884679,2298257566
108,Aave,AAVE,1/20/21 23:59,198.198868,173.5416698,187.1289415,193.3356448,629524750.4,2370382680
109,Aave,AAVE,1/21/21 23:59,193.4189507,156.9145253,193.3216787,159.9918566,581488355.2,1961810810
110,Aave,AAVE,1/22/21 23:59,194.5527093,148.8166716,159.880358,188.2796287,621666180.5,2309153720
111,Aave,AAVE,1/23/21 23:59,216.9347528,184.7575604,187.9689407,210.3670584,564323079.9,2581064746
112,Aave,AAVE,1/24/21 23:59,285.432791,210.6139351,210.6139351,264.850144,1241700330,3251074104
113,Aave,AAVE,1/25/21 23:59,281.0303985,240.2594434,264.2588603,249.7436796,1081208271,3066479751
114,Aave,AAVE,1/26/21 23:59,281.717889,241.9276771,249.1981637,272.3576004,1081042278,3345908147
115,Aave,AAVE,1/27/21 23:59,290.4023535,257.2541904,272.6751106,282.4437708,1111051096,3473257311
116,Aave,AAVE,1/28/21 23:59,305.4317039,274.746278,282.1862319,297.414043,874888871.6,3658821334
117,Aave,AAVE,1/29/21 23:59,306.1231135,272.623141,292.2685708,286.8991453,1050249645,3530265420
118,Aave,AAVE,1/30/21 23:59,316.1437773,283.0867247,286.9731601,313.0873297,805008933.7,3854426677
119,Aave,AAVE,1/31/21 23:59,317.1885782,293.5597803,313.8926435,300.0625642,539565885,3697226540
120,Aave,AAVE,2/1/21 23:59,306.9905359,285.5661069,300.0366099,295.6613135,639510002.1,3643317248
121,Aave,AAVE,2/2/21 23:59,303.1639967,285.1721389,295.7479877,301.1181913,752215469.9,3711117724
122,Aave,AAVE,2/3/21 23:59,367.7925718,300.0275368,301.096449,365.5988563,1083942425,4506679201
123,Aave,AAVE,2/4/21 23:59,506.8143028,366.3347369,366.3347369,466.4799454,2838572596,5754281219
124,Aave,AAVE,2/5/21 23:59,534.4092033,463.8875001,465.2069585,506.7726418,1511505451,6253059939
125,Aave,AAVE,2/6/21 23:59,509.1511721,443.6336791,506.3861505,472.3285319,1485662684,5832334571
126,Aave,AAVE,2/7/21 23:59,479.9569027,399.0033373,472.6014638,461.5083374,1373619548,5700023387
127,Aave,AAVE,2/8/21 23:59,529.13674,458.580153,461.7961361,490.3420162,1711240053,6057557720
128,Aave,AAVE,2/9/21 23:59,505.9428306,475.6519234,490.0114132,488.0018806,1165494592,6030579943
129,Aave,AAVE,2/10/21 23:59,559.1229443,486.48229,487.6995549,517.9682569,1880615394,6404109769
130,Aave,AAVE,2/11/21 23:59,532.9362308,504.7816601,516.3264023,518.0725401,836675655.6,6409555495
131,Aave,AAVE,2/12/21 23:59,542.9430021,502.3366133,517.9062564,529.8961754,822757465.4,6558682804
132,Aave,AAVE,2/13/21 23:59,542.1353667,491.6464147,529.8297166,494.5596516,783556570.3,6124959579
133,Aave,AAVE,2/14/21 23:59,508.7522981,462.4383215,494.7137875,471.6146565,685293985.7,5841937065
134,Aave,AAVE,2/15/21 23:59,494.3178743,401.603389,470.9225767,455.6147253,1153106183,5643744346
135,Aave,AAVE,2/16/21 23:59,477.6416734,423.501519,454.7117067,431.5302847,927532561.9,5345408015
136,Aave,AAVE,2/17/21 23:59,455.5505286,401.5367194,431.4168914,449.6005173,1095918428,5569245761
137,Aave,AAVE,2/18/21 23:59,476.6646223,435.7949516,449.0538817,440.5109236,577451189.5,5456652071
138,Aave,AAVE,2/19/21 23:59,444.4219644,407.3220374,440.5012814,422.2425337,667057562.2,5230359731
139,Aave,AAVE,2/20/21 23:59,489.7475441,409.8958729,421.83145,442.0238764,1512350119,5482898403
140,Aave,AAVE,2/21/21 23:59,451.3706668,427.2495864,441.2820991,435.8537727,555957721.7,5407627357
141,Aave,AAVE,2/22/21 23:59,444.673297,361.8387169,435.8784012,400.8824366,924414231.9,4974530206
142,Aave,AAVE,2/23/21 23:59,401.6488529,288.7145233,400.7849756,359.4975198,1179704137,4461394531
143,Aave,AAVE,2/24/21 23:59,402.9103136,344.9388604,360.2109853,367.2308996,763533885.8,4557746908
144,Aave,AAVE,2/25/21 23:59,384.707877,337.5014635,367.2192172,337.5014635,450643581,4189244710
145,Aave,AAVE,2/26/21 23:59,350.8654415,305.1535619,338.2771756,323.1081752,549178299.2,4011295609
146,Aave,AAVE,2/27/21 23:59,349.1784938,323.3761163,323.3761163,334.364481,400236069,4151558856
147,Aave,AAVE,2/28/21 23:59,354.8365564,302.1721942,334.3645734,344.8700076,595665678.7,4282630708
148,Aave,AAVE,3/1/21 23:59,386.4274253,344.8037147,345.1892844,385.4196888,743260217,4787397637
149,Aave,AAVE,3/2/21 23:59,411.887315,379.0346769,385.5891889,390.9262606,731511612.1,4855921768
150,Aave,AAVE,3/3/21 23:59,413.6381068,385.8711329,390.9152563,396.3082772,428274369.6,4923743149
151,Aave,AAVE,3/4/21 23:59,406.0121907,367.7866875,396.0171667,374.5669303,395856298.3,4653772702
152,Aave,AAVE,3/5/21 23:59,374.3633785,341.8335404,374.3239668,367.1255359,334832774.9,4562190923
153,Aave,AAVE,3/6/21 23:59,382.4529384,353.9175268,366.8160056,382.0195912,259155959.3,4747498176
154,Aave,AAVE,3/7/21 23:59,407.7072503,378.1496075,382.1185929,407.1524714,587694984.9,5060997597
155,Aave,AAVE,3/8/21 23:59,431.0889962,388.7980857,407.2454357,430.6251097,578702449.8,5353291200
156,Aave,AAVE,3/9/21 23:59,441.1753156,418.1665641,430.7820724,439.3295369,453095765.3,5461756101
157,Aave,AAVE,3/10/21 23:59,450.2597929,402.4402492,439.1321779,408.2635191,530439445.7,5076097241
158,Aave,AAVE,3/11/21 23:59,411.6527563,389.2697888,407.4052523,403.5093276,396079584.3,5017241957
159,Aave,AAVE,3/12/21 23:59,406.4147367,362.8835137,403.5898634,374.7147105,427189383.7,4659635360
160,Aave,AAVE,3/13/21 23:59,415.9233215,361.5328098,374.7946753,405.3934012,542535232.4,5041674558
161,Aave,AAVE,3/14/21 23:59,408.3292567,377.9488078,405.3633037,381.0826048,381409955.9,4739457976
162,Aave,AAVE,3/15/21 23:59,389.0692558,358.2390035,380.7009439,369.0228021,352800736.8,4590010353
163,Aave,AAVE,3/16/21 23:59,375.318078,352.736654,369.0010235,371.2192739,286266766.8,4617763705
164,Aave,AAVE,3/17/21 23:59,379.8646392,359.7275215,371.3308224,379.1245646,280131588,4716940795
165,Aave,AAVE,3/18/21 23:59,380.4464979,362.4797604,378.9310945,363.1007343,219482140,4517656907
166,Aave,AAVE,3/19/21 23:59,377.2657273,356.679067,363.0120157,369.3773254,235741846.5,4595860815
167,Aave,AAVE,3/20/21 23:59,395.1890703,368.089939,369.1818965,372.4778412,260796699.2,4635091731
168,Aave,AAVE,3/21/21 23:59,377.2451843,363.6049886,372.5141283,370.15156,174671074.9,4606283846
169,Aave,AAVE,3/22/21 23:59,373.7651451,342.274698,370.2447863,344.3244584,229155373.9,4284996870
170,Aave,AAVE,3/23/21 23:59,351.2467031,335.8267911,344.17109,337.7144835,221157577.4,4203178635
171,Aave,AAVE,3/24/21 23:59,352.3220366,313.8091602,337.4956722,322.3805476,246028275.9,4015946929
172,Aave,AAVE,3/25/21 23:59,339.0134172,316.2244619,322.1258654,328.2159044,318638405,4088868433
173,Aave,AAVE,3/26/21 23:59,357.8658495,327.5432466,328.1459761,355.6062639,322533721.5,4430363920
174,Aave,AAVE,3/27/21 23:59,358.3234196,339.9976962,355.4723667,348.5923693,201495262.9,4343943724
175,Aave,AAVE,3/28/21 23:59,352.8204986,336.0682314,348.4656815,346.1898998,197560213.2,4314382589
176,Aave,AAVE,3/29/21 23:59,365.1339015,343.6811928,345.958709,360.3162799,273206477.4,4490531522
177,Aave,AAVE,3/30/21 23:59,377.8639808,354.8356428,360.2428356,373.6408262,324113326.9,4656864364
178,Aave,AAVE,3/31/21 23:59,385.7800655,361.1146235,373.8270849,377.0081426,460781142,4698903089
179,Aave,AAVE,4/1/21 23:59,385.2987216,369.9953181,377.1836866,377.6117993,342371946.9,4706655286
180,Aave,AAVE,4/2/21 23:59,408.4799128,374.2909219,377.5146611,406.6923031,480081712.8,5069254861
181,Aave,AAVE,4/3/21 23:59,411.377078,385.4158982,406.883591,385.4205719,395544800.6,4806154260
182,Aave,AAVE,4/4/21 23:59,409.5795235,382.7888631,385.5269708,404.3097351,330959728.9,5042122935
183,Aave,AAVE,4/5/21 23:59,407.3293056,388.3003512,404.3929527,397.9245594,306918909.4,4962595819
184,Aave,AAVE,4/6/21 23:59,414.4697011,381.0502071,398.2253827,383.9899425,429756591.5,4788997765
185,Aave,AAVE,4/7/21 23:59,387.9249373,343.9576636,384.014659,350.995831,479760253.9,4378934905
186,Aave,AAVE,4/8/21 23:59,377.9311927,349.1247067,351.3876765,377.9311927,261822849.2,4715193942
187,Aave,AAVE,4/9/21 23:59,379.1802812,357.8914779,377.932188,359.4835743,187074856.6,4485870792
188,Aave,AAVE,4/10/21 23:59,374.9705528,357.082819,359.3732187,367.2633407,278406911.9,4583145059
189,Aave,AAVE,4/11/21 23:59,373.3787434,360.5738073,367.4890998,373.3787434,200658255.1,4660263686
190,Aave,AAVE,4/12/21 23:59,417.7221799,365.3883757,372.4560228,396.5361375,787040258.5,4950915627
191,Aave,AAVE,4/13/21 23:59,419.789043,385.2482518,397.2849868,398.2839189,649056083,4973077447
192,Aave,AAVE,4/14/21 23:59,430.7885839,387.5760528,398.2101979,430.4162283,709472129.8,5374639327
193,Aave,AAVE,4/15/21 23:59,485.5426578,424.2829966,428.9360626,466.1648359,1064575198,5821565278
194,Aave,AAVE,4/16/21 23:59,469.4293897,421.3402675,466.2719372,442.1944007,673556018,5522217402
195,Aave,AAVE,4/17/21 23:59,460.7546255,422.8244817,441.3139541,430.1746817,369355828.1,5372112604
196,Aave,AAVE,4/18/21 23:59,432.9809061,292.7753894,430.1814992,382.075099,1020175372,4771434820
197,Aave,AAVE,4/19/21 23:59,397.5523207,344.3417231,381.8224769,346.8125757,492796753.7,4331068955
198,Aave,AAVE,4/20/21 23:59,371.5615109,316.4893456,346.1153083,361.6081985,549743935.6,4515839829
199,Aave,AAVE,4/21/21 23:59,384.6509773,344.4024231,361.5815339,354.1384406,457471541.8,4422555909
200,Aave,AAVE,4/22/21 23:59,413.3609263,346.3257703,353.4628708,362.2285832,934747605.2,4523527204
201,Aave,AAVE,4/23/21 23:59,372.5179758,315.045392,361.730204,345.6552957,871499452.9,4316559227
202,Aave,AAVE,4/24/21 23:59,345.917633,315.4845674,345.7665177,317.49933,344313634.7,3964946234
203,Aave,AAVE,4/25/21 23:59,352.258973,316.133667,317.6709363,346.9932485,384827300.8,4333267644
204,Aave,AAVE,4/26/21 23:59,407.9728046,345.7947574,347.6430704,405.1567231,778864321.5,5059615790
205,Aave,AAVE,4/27/21 23:59,449.0149658,394.6952936,405.5376483,440.2232459,829037372.1,5497528139
206,Aave,AAVE,4/28/21 23:59,486.036714,424.177804,440.6042979,460.3515103,1106424534,5748890830
207,Aave,AAVE,4/29/21 23:59,462.8255712,425.8013173,461.0815506,438.709975,602169994.6,5478630342
208,Aave,AAVE,4/30/21 23:59,452.4755021,430.4661176,439.2981551,444.7287991,549295851,5553793694
209,Aave,AAVE,5/1/21 23:59,510.9817759,436.8353203,444.8655293,503.8656838,876659862.6,6292297830
210,Aave,AAVE,5/2/21 23:59,506.5312454,474.4386431,503.7118443,483.4144442,528803162.2,6036901809
211,Aave,AAVE,5/3/21 23:59,532.7885589,480.5125322,482.0664511,519.0694206,800165583.1,6482162794
212,Aave,AAVE,5/4/21 23:59,520.5213823,449.9758258,519.343296,453.3524114,946515500.8,5661485761
213,Aave,AAVE,5/5/21 23:59,483.6777131,445.15946,452.6570558,480.0308017,598275754.6,5994646725
214,Aave,AAVE,5/6/21 23:59,480.683624,442.3893582,479.7712347,452.4087567,535837075.4,5649701358
215,Aave,AAVE,5/7/21 23:59,466.9062946,434.8065914,452.4110652,445.2223806,444097912.4,5559957563
216,Aave,AAVE,5/8/21 23:59,475.3547483,441.0454598,445.2240405,466.3175539,409427672.1,5823395057
217,Aave,AAVE,5/9/21 23:59,468.5767062,441.8913605,466.5743484,459.5872336,356162916.9,5739346507
218,Aave,AAVE,5/10/21 23:59,482.4224749,403.2134783,459.2990136,433.0535672,555568844.4,5407992861
219,Aave,AAVE,5/11/21 23:59,458.7511037,417.6567114,433.1589077,457.1780687,471124523.3,5709260746
220,Aave,AAVE,5/12/21 23:59,595.8251367,456.4618022,457.4010439,490.5790314,2700355689,6251969445
221,Aave,AAVE,5/13/21 23:59,619.3059659,468.4986913,509.0894357,508.6227991,2672357693,6482732644
222,Aave,AAVE,5/14/21 23:59,631.5928899,507.3872882,508.9166087,594.5568773,1517159071,7580234639
223,Aave,AAVE,5/15/21 23:59,610.3149419,511.8991014,594.4355863,516.169367,1073639999,6581333239
224,Aave,AAVE,5/16/21 23:59,562.1765991,479.447489,515.7094331,526.2147085,903490585.8,6709766022
225,Aave,AAVE,5/17/21 23:59,593.0050827,473.2204821,527.2645002,574.259435,1714951195,7323113977
226,Aave,AAVE,5/18/21 23:59,666.8649786,565.7498866,572.2180282,632.2664876,2046638930,8063209782
227,Aave,AAVE,5/19/21 23:59,649.0506616,354.4583188,629.2316655,418.369321,2596468765,5336170729
228,Aave,AAVE,5/20/21 23:59,507.9834069,355.4320615,412.8768377,468.8126781,1490116641,5980158844
229,Aave,AAVE,5/21/21 23:59,494.5484371,310.4905262,467.5263569,373.4185105,1224012358,4764076257
230,Aave,AAVE,5/22/21 23:59,381.6282565,311.799754,373.8030008,334.4806939,880707840.8,4267652852
231,Aave,AAVE,5/23/21 23:59,351.1114108,210.0482918,335.3883893,295.0892291,1187561364,3765386795
232,Aave,AAVE,5/24/21 23:59,397.0666062,289.4054836,294.317589,385.5716081,1188069867,4920347743
233,Aave,AAVE,5/25/21 23:59,403.7487724,323.662807,386.9740127,371.3802397,856641755.4,4739642739
234,Aave,AAVE,5/26/21 23:59,415.0812695,359.4563764,370.8103801,414.9329455,815698595.6,5295741940
235,Aave,AAVE,5/27/21 23:59,415.1980084,365.75705,415.1980084,369.9781114,627234774.8,4722695575
236,Aave,AAVE,5/28/21 23:59,376.5313608,305.0764263,371.6076377,320.3811519,691594902.2,4094856435
237,Aave,AAVE,5/29/21 23:59,335.2243743,280.933235,319.9614301,297.899642,461875865.2,3807889683
238,Aave,AAVE,5/30/21 23:59,338.7670625,283.1867357,297.7504497,325.1483991,404946833.6,4156839153
239,Aave,AAVE,5/31/21 23:59,385.1491132,305.0658271,324.5817947,383.0834102,685229369,4897954881
240,Aave,AAVE,6/1/21 23:59,392.7743238,361.5082571,382.4317336,372.8724613,599657382.4,4767779049
241,Aave,AAVE,6/2/21 23:59,401.7107597,361.933253,372.9090974,384.4026909,410524214.1,4915404364
242,Aave,AAVE,6/3/21 23:59,408.9672603,377.8978968,384.4426313,397.4979484,357572383.8,5082959562
243,Aave,AAVE,6/4/21 23:59,398.5462218,347.690425,398.5462218,373.8826303,431321243.8,4781530086
244,Aave,AAVE,6/5/21 23:59,391.5584486,347.7211787,373.3978012,356.6677165,357996565.6,4561449066
245,Aave,AAVE,6/6/21 23:59,368.2618772,354.7091051,356.796678,365.6600335,204074691.8,4676895920
246,Aave,AAVE,6/7/21 23:59,387.6455378,332.9857035,365.4744401,333.8849655,357944925.2,4270986922
247,Aave,AAVE,6/8/21 23:59,338.9941165,297.5335043,334.9433387,331.0169089,406665178.6,4234703558
248,Aave,AAVE,6/9/21 23:59,342.5543583,306.5377913,330.0097886,338.5967323,372168431.6,4332127857
249,Aave,AAVE,6/10/21 23:59,339.4061329,305.4126211,339.0102441,310.1483795,244954071.6,3968314481
250,Aave,AAVE,6/11/21 23:59,315.0776954,281.0556372,310.2511222,285.0817445,250130334.3,3647643402
